sample_id	FILTER	SampeName	CellType	SampeType	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
S22_BND	conv:MiXcr	S22	BND	S	0.001103884	0.001491736	0.020317441	0.087326213	0.004057521	0.024464467	0.169192673	0.128677129	0.010680828	0.151470851	0.029685542	0.013783639	0.126767707	0.004087356	0.04302166	0.074079599	0.109791754
S25_BND	conv:MiXcr	S25	BND	S	8.95E-04	0.001934891	0.002273497	0.003361873	0.050524839	0.068857931	0.168359696	0.265104242	0.141996807	0.039423403	0.045687612	0.03649688	0.005707928	0.137981909	0.002249311	0.002273497	0.026870798
S229_BND	conv:MiXcr	S229	BND	S	0.002012117	0.050191151	0.125623197	0.079590422	0.008093183	0.029555769	0.184734736	0.019361041	0.060654162	0.156252096	0.052650406	0.031165463	0.059581032	0.005812784	0.018064343	0.053768249	0.062889848
HC1_BND	conv:MiXcr	HC1	BND	H	0.005066871	0.006598716	0.007629765	0.021327992	0.025245979	0.053113769	0.056707712	0.079862134	0.088729158	0.108672598	0.120897897	0.079479173	0.085783303	0.061980793	0.06448477	0.043863784	0.090555588
HC2_BND	conv:MiXcr	HC2	BND	H	0.004835775	0.00505123	0.006487599	0.00876185	0.034281337	0.041774394	0.060973858	0.087139711	0.095422771	0.107057359	0.105285837	0.100162788	0.085296371	0.069807527	0.057885665	0.040314086	0.08946184
HC4_BND	conv:MiXcr	HC4	BND	H	7.89E-04	0.023342928	0.008635306	0.015180789	0.042979378	0.02602421	0.06403533	0.062182091	0.115768306	0.129608454	0.117030086	0.042624502	0.076416545	0.081936832	0.072394622	0.053586215	0.067465794
S22_NAIVE 	conv:MiXcr	S22	NAIVE 	S	0.004404762	0.004166667	0.007886905	0.009583333	0.035029762	0.043541667	0.067708333	0.091755952	0.101904762	0.10327381	0.104464286	0.101815476	0.083154762	0.065863095	0.054613095	0.039166667	0.081666667
S25_NAIVE 	conv:MiXcr	S25	NAIVE 	S	0.004260695	0.004324926	0.007493684	0.013724147	0.03258682	0.045026335	0.071232818	0.102021154	0.085192481	0.10351989	0.107844817	0.098231491	0.082922965	0.06397465	0.052370145	0.040958335	0.084314649
S229_NAIVE 	conv:MiXcr	S229	NAIVE 	S	0.002516556	0.006452223	0.00896878	0.01986755	0.03422895	0.046092715	0.072280038	0.094191107	0.10781457	0.127871334	0.101059603	0.093642384	0.067473983	0.063424787	0.051087985	0.038997162	0.064030274
